,Name,Price,Storage,RAM Memory,Screen size,Screen Resolution,Processor Model,Processor Number,Processor manufacturer,Operating System,Battery Run Time,Optical Drive,Touchscreen,Warranty
1277,Refurbished Asus Zenbook UX310UA Core i3-6100U 4GB 128GB SSD 13.3 Inch Windows 10 Laptop - A3/UX310UA-FC075T,349.97,128.0,8.0,13.3,,Intel Core i3,6100U,Intel,Windows 10,,No optical drive,Non Touch,3 Month RTB Warranty
1278,Refurbished HP 14-bs058sa Intel Pentium N3710 4GB 128GB 14 Inch Windows 10 Laptop in Smoke Grey  - A2/3fw62ea,269.97,128.0,4.0,14.0,,Intel Pentium,N3710,Intel,Windows 10,12.0,No optical drive,Non Touch,3 Month RTB Warranty
1279,Asus ROG Zephyrus S GX531GM Core I7-8750H 16GB 512GB SSD GTX1060 6GB 15.6 Inch Gaming Laptop  + Free Sleeve Mouse & Headset - GX531GM-ES009R,1899.97,512.0,16.0,15.6,1920 x 1080,Intel Core i7,8750H,Intel,Windows 10,,No optical drive,Non Touch,1 year warranty
1280,Asus ROG Core I7-8750H 16GB 1TB +256GB SSD GTX1070 8GB 17.3 Inch GFull HD 120Hz Gamin Laptop - GL703GS-EE071T,1899.97,256.0,16.0,17.3,,Intel Core i7,8750H,Intel,Windows 10,,No optical drive,Non Touch,1 year warranty
1281,Asus ROG Strix GL704GM-EV001T Core I7-8750H 16GB 1TB & 256GB GeForce GTX1060 6GB 17.3 Inch Gaming Laptop - GL704GM-EV001T,1599.97,256.0,16.0,17.3,1920 x 1080,Intel Core i7,8750H,Intel,Windows 10,,No optical drive,Non Touch,2 year warranty
1282,GRADE A1 - HP EliteBook x360 1030 Core i7-7600U 8GB 256GB SSD 13.3 Inch Windows 10 Professional Laptop - 77519538/1/Z2W74EA,1799.97,256.0,8.0,13.3,1920 x 1080,Intel Core i7,I7-7600U,Intel,Windows 10 Pro,16.5,None,Non Touch,3 year warranty
1283,Refurbished ASUS Chromebook C201PA RockChip RK3288C 2GB 16GB 11.6 Inch Chrome OS Laptop - A1/C201PA-FD0015,139.97,16.0,2.0,11.6,,Cortex,RK3288C,Rockchip,Chrome OS,,No optical drive,Non Touch,3 Month RTB Warranty
1284,Refurbished ASUS Vivobook E200HA Intel Atom x5 Z8300 2GB 32GB  11.6 Inch Windows 10 Laptop - A1/E200HA-FD0006T,139.97,32.0,2.0,11.6,,Intel Atom,x5-Z8300,Intel,Windows 10,,No optical drive,Non Touch,3 Month RTB Warranty
1285,Refurbished ASUS E200HA-FD0043T Intel Atom Z8350 2GB 32GB 11.6 Inch Windows 10 Laptop - A1/E200HA-FD0043T,139.97,32.0,2.0,11.6,,Intel Atom,Z8350,Intel,Windows 10,,No optical drive,Non Touch,3 Month RTB Warranty
1286,Refurbished Asus C201PA-FD0008 Rockchip R3288C 2GB 16GB 11.6 Inch Chrome OS Chromebook - A1/C201PA-FD0008,139.97,16.0,2.0,11.6,,Cortex,RK3288C,Rockchip,Chrome OS,,No optical drive,Non Touch,3 Month RTB Warranty
1287,Refurbished ASUS E402SA-WX126T 14 Inch Intel Celeron N3060 4GB 32GB Windows 10 Laptop - A1/90NB0B62-M02810,179.97,32.0,2.0,14.0,,Intel Celeron,N3060,Intel,Windows 10,,No optical drive,Non Touch,3 Month RTB Warranty
1288,Hewlett Packard Refurbished HP ProBook 430 G3 13.3 Inch Core i3-6100U 4GB 256GB Windows 10 Laptop - A1/L6D81AV,369.97,256.0,4.0,13.3,,Intel Core i3,6100U,Intel,Windows 10,,No optical drive,Non Touch,3 Month RTB Warranty
1289,Refurbished ASUS C300MA-RO044 Intel Celeron N2840 2GB 32GB 13.3 Inch Chrome OS Laptop   - A1/90NB05W1-M01140,189.97,32.0,2.0,13.3,,Intel Celeron,N2840,Intel,Chrome OS,,No optical drive,Non Touch,3 Month RTB Warranty
1290,Refurbished ASUS Chromebook C300MA Intel Celeron N2830 2GB 32GB 13.3 Inch Chrome OS Laptop  - A1/90NB05W3-M01170,169.97,32.0,2.0,13.3,,Intel Celeron,N2830,Intel,Chrome OS,,No optical drive,Non Touch,3 Month RTB Warranty
1291,Refurbished HP Elite x2 1012 G1 Core M5-6Y54 8GB 256GB 12 Inch Windows 10 Pro Touchscreen Laptop  - A1/L5H19EA,1199.97,256.0,8.0,12.0,,Core M5,6Y54,Intel,Windows 10,,No optical drive,Touchscreen,3 Month RTB Warranty
1292,Refurbished Acer Aspire ES1-131-C0B6 Intel Celeron N3050 2GB 32GB 11.6 Inch Windows 10 Laptop  - A1/NX.G16EK.009,149.97,32.0,2.0,11.6,,Intel Celeron,N3050,Intel,Windows 10,,No optical drive,Non Touch,3 Month RTB Warranty
1293,Refurbished Samsung Galaxy Book Core i5 7200 8GB 256GB 12 Inch Windows 10 laptop  - A1/SM-W720NZKABTU,989.97,256.0,8.0,12.0,2160 x 1440,Intel Core i5,7200u,Intel,Windows 10,11.0,No optical drive,Non Touch,3 Month RTB Warranty
1294,Refurbished HP Chromebook 13 G1 Core M3 6Y30 4GB 32GB 13.3 Inch Chrome OS Laptop  - A1/T6R48EA,429.97,32.0,4.0,13.3,3200 x 1800,Core M3,6Y30,Intel,Chrome OS,,No optical drive,Non Touch,3 Month RTB Warranty
1295,Refurbished HP Pavilion 15-cw0995na AMD Ryzen 3 2300U 8GB 128GB 15.6 Inch Windows 10 Laptop - A1/4RD82EA,349.97,128.0,8.0,15.6,,Ryzen,2300U,Intel,Windows 10,,No optical drive,Non Touch,3 Month RTB Warranty
1296,HP Elite x2 1012 Intel Core i5-7200U 8GB 256GB SSD 12.3 Inch Windows 10 Professional Touchscreen Convertible Laptop - 1LV39EA,2044.97,256.0,8.0,12.3,2736 x 1824,Intel Core i5,7200u,Intel,Windows 10 Pro,10.0,None,Touchscreen,3 year warranty
1297,Lenovo ThinkPad P51 Intel Core i7-7700HQ 8GB 512GB SSD NVIDIA Quadro M1200M Graphics 15.6 Inch windows 10 Professional Laptop - 20HH001QUK,1499.97,512.0,8.0,15.6,1920 x 1080,Intel Core i7,7700HQ,Intel,Windows 10 Pro,8.0,No optical drive,Non Touch,3 year warranty
1298,HP ZBook 15 G4 Core i7-7700HQ 8GB 256GB SSD 15.6 Inch Windows 10 Professional Laptop  - Y6K19ET,2274.97,256.0,8.0,15.6,1920 x 1080,Intel Core i7,7700HQ,Intel,Windows 10 Pro,,None,Non Touch,3 year warranty
1299,HP x360 11 G1 Intel Celeron N3350 4GB 32GB SSD 11.6 Inch Chrome OS Touchscreen Convertible Chromebook - Smoke Grey - 1TT14EA,414.97,32.0,4.0,11.6,1366 x 768,Intel Celeron,N3350,Intel,Chrome OS,12.0,None,Touchscreen,1 year warranty
1300,Dell Precision 3520 Intel Core i7-6820HQ 16GB 512GB SSD 15.6 Inch Windows 7 Professional Laptop - X85YG,1642.97,512.0,16.0,15.6,1920 x 1080,Intel Core i7,6820HQ,Intel,Windows 10,12.0,No optical drive,Non Touch,1 year warranty
1301,Dell Precision M3520 Intel Core i7-6820HQ 16GB 256GB SSD NVIDIA Quadro M620 Graphhics 15.6 Inch Windows 7 Professional Laptop - GC7MY,1519.97,256.0,16.0,15.6,1920 x 1080,Intel Core i7,6820HQ,Intel,Windows 10,12.0,No optical drive,Non Touch,1 year warranty
1302,Dell Precision M3520 Intel Core i7-6820HQ 8GB 256GB SSD NVIDIA Quadro M620 2GB Graphics 15.6 Inch Windows 7 Professional Laptop - 4CGFX,1199.98,256.0,8.0,15.6,1920 x 1080,Intel Core i7,6820HQ,Intel,Windows 10,12.0,No optical drive,Non Touch,1 year warranty
1303,HP EliteBook x360 1030 Intel Core i5-7200U 8GB 256GB SSD 13.3 Inch Windows 10 Professional Touchscreen Convertible Laptop - 1EN90EA,2054.98,256.0,8.0,13.3,1920 x 1080,Intel Core i5,7200u,Intel,Windows 10 Pro,12.0,None,Touchscreen,3 year warranty
1304,DELL Precision M7520 KG1MW Xeon E3-1545MV5 16GB 256GB SSD 15.6IN BT CAM Win 7/10 Pro - KG1MW,1748.98,256.0,16.0,15.6,1920 x 1080,Xeon,E3-1545M,Intel,Windows 10,12.0,No optical drive,Non Touch,3 year warranty
1305,Dell Precision M5520 Intel Core i7-6820HQ 16GB 256GB SSD 15.6 Inch Windows 7 Professional Laptop - WT4T0,1822.97,256.0,16.0,15.6,1920 x 1080,Intel Core i7,6820HQ,Intel,Windows 10,12.0,No optical drive,Non Touch,1 year warranty
1306,Dell Precision Core i7-6820HQ 8GB 256GB SSD Quadro M1200 15.6 Inch Windows 7 Professional Laptop - 1NR3X,1532.98,256.0,8.0,15.6,1920 x 1080,Intel Core i7,6820HQ,Intel,Windows 10,6.0,No optical drive,Non Touch,1 year warranty
1307,Dell Precision M7520 Intel Core i7-6820HQ 16GB 512GB SSD 15.6 Inch Windows 7 Professional Laptop - RMJRN,2022.97,512.0,16.0,15.6,3840 x 2160,Intel Core i7,6820HQ,Intel,Windows 10,6.0,No optical drive,Non Touch,3 year warranty
1308,Dell Precision M7520 Core i7-6820HQ 16GB 512GB AMD Radeon Pro 4GB 15.6 Inch Windows 7 Professional Laptop - J8JJG,1714.97,512.0,16.0,15.6,1920 x 1080,Intel Core i7,6820HQ,Intel,Windows 10,12.0,No optical drive,Non Touch,
1309,Toshiba Tecra Core i5-6200U 4GB 128GB SSD 14 Inch Windows 10 Pro Laptop - PS463E-05V03HEN,828.97,128.0,4.0,14.0,1366 x 768,Intel Core i5,6200U,Intel,Windows 10 Pro,8.0,None,Non Touch,1 year warranty
1310,"Lenovo V110 Core i3 4GB 128GB SSD DVD-RW 15.6"" Win 10 Laptop + Canon i-SENSYS All In One Wireless Laser Printer  - BUN/80TL00ABUK/69878",474.97,128.0,4.0,15.6,1366 x 768,Intel Core i3,6006U,Intel,Windows 10,5.0,DVD-RW,Non Touch,1 year warranty
1311,Asus P2540UA-XO0192R Core i7-7500U 4GB 256GB SSD 15.6 Inch Windows 10 Professional Laptop  - P2540UA-XO0192R-OSS,649.97,256.0,4.0,15.6,1366 x 768,Intel Core i7,7500U,Intel,Windows 10 Pro,,DVD-RW,Non Touch,3 year warranty
1312,Toshiba Satellite Pro R50-C-15W Core i3-6006U 4GB 500GB 15.6 Inch Windows 10 Pro Laptop - PS571E-07906LEN,559.97,500.0,4.0,15.6,,Intel Core i3,6006U,Intel,Windows 10 Pro,,,Non Touch,
1313,Acer TravelMate P648 Core i7-6500U 8GB 256GB SSD 14 Inch Windows 10 Professional Laptop - NX.VCKEK.026,657.97,256.0,8.0,14.0,1366 x 768,Intel Core i7,6500U,Intel,Windows 10 Pro,8.0,None,Non Touch,1 year warranty
1314,Acer TravelMate P658 Core i7-6500U 8GB 256GB SSD 15.6 Inch Windows 10 Professional Laptop - NX.VCYEK.008,859.97,256.0,8.0,15.6,1920 x 1080,Intel Core i7,6500U,Intel,Windows 10 Pro,8.0,None,Non Touch,1 year warranty
1315,Asus VivoBook Flip Intel Celeron N3350 2GB 32GB 11.6 Inch Windows 10 Convertible Laptop - Grey - TP203NA-BP038T,239.97,32.0,2.0,11.6,1366 x 768,Intel Celeron,N3350,Intel,Windows 10,8.0,No optical drive,Non Touch,1 year warranty
1316,ASUS ROG Zephyrus GX501 Core i7-7700HQ 16GB 512GB SSD GeForce GTX 1080 15.6 Inch Windows 10 Gaming Laptop - GX501VI-GZ021T,1999.97,512.0,16.0,15.6,1920 x 1080,Intel Core i7,7700HQ,Intel,Windows 10,4.0,No optical drive,Non Touch,
1317,Asus ZenBook 3 Core i5-7200U 8GB 256GB SSD 14 Inch Windows 10 Laptop - Royal Blue - UX490UA-BE029T,1124.98,256.0,8.0,14.0,1920 x 1080,Intel Core i5,7200u,Intel,Windows 10,9.0,No optical drive,Non Touch,1 year warranty
1318,ASUS ROG STRIX Core i5-7300HQ 8GB 1TB + 128GB SSD GeForce GTX 1060 17.3 Inch Windows 10 Gaming Laptop - Titanium - GL702VM-GC137T,1334.97,1000.0,8.0,17.3,1920 x 1080,Intel Core i5,7300HQ,Intel,Windows 10,4.0,No optical drive,Non Touch,
1319,HP ZBook 15 G4 Core i7-7820HQ 16GB 512GB SSD 15.6 Inch Windows 10 Professional Laptop  - Y6K29EA,2384.98,512.0,16.0,15.6,1920 x 1080,Intel Core i7,7820HQ,Intel,Windows 10,12.0,No optical drive,Non Touch,3 year warranty
1320,Refurbished HP 14-b005ea Core i3 3217U 4 GB 720GB 15.6 Inch Window 10 Laptop  - TR/15/322,229.97,,,,,,,Intel,,,,,
1321,Refurbished Acer Aspire 5 Core i5-8250U 8GB 2TB 15.6 Inch Windows 10 Laptop - A1/NX.GSZEK.005,449.97,2000.0,8.0,15.6,1366 x 768,Intel Core i5,8250U,Intel,Windows 10,7.0,No optical drive,Non Touch,3 Month RTB Warranty
1322,Refurbished Lenovo Yoga 510 AMD A6-9210 4GB 128GB 14 Inch 2 in 1 Windows 10 Laptop - A1/80S9001PUK,259.97,128.0,4.0,14.0,1366 x 768,AMD A6,9210,AMD,Windows 10,,No optical drive,Non Touch,3 Month RTB Warranty
1323,Refurbished Acer Aspire E21-523 AMD E1-7010 4GB 1TB 15.6 Inch Windows 10 Laptop - A1/NX.GKYEK.014,199.97,1000.0,4.0,15.6,1366 x 768,AMD E1,7010,AMD,Windows 10,5.0,None,,
1324,Refurbished Lenovo Miix 320 Intel Atom X5 - Z8350 2GB 32GB 10.1 Inch Windows 10  2 in 1 Laptop  - A1/80XF001FUK,179.97,32.0,2.0,10.1,1280 x 800,Intel Atom,Z8350,Intel,Windows 10,10.0,No optical drive,Non Touch,3 Month RTB Warranty
1325,Refurbished Lenovo Core I7 7200U8GB 256GB GeForce GT940MX 15.6 Inch Windows 10 Laptop - A1/80YL00KPUK,499.97,256.0,8.0,15.6,,Intel Core i5,7500U,Intel,Windows 10,,No optical drive,Non Touch,3 Month RTB Warranty
1326,Refurbished Acer Spin SP111-31 Intel Celeron N3350 4GB 64GB 11.6 Inch Windows 10 Touchscreen Laptop  - A1/NX.GL2EK.004,229.97,64.0,4.0,11.6,1366 x 768,Intel Celeron,N3350,Intel,Windows 10,9.0,No optical drive,Touchscreen,3 Month RTB Warranty
1327,Refurbished Acer Aspire Intel Celeron N3350 4GB 64GB SSD 14 Inch Windows 10 Laptop - A1/NX.SHXEK.011,179.97,64.0,4.0,14.0,,Intel Celeron,N3350,Intel,Windows 10,,No optical drive,Non Touch,3 Month RTB Warranty
1328,Refurbished ASUS Vivobook L402NA-GA047TS Intel Celeron N3350 4GB 32GB SSD 14 Inch Windows 10 Laptop - A1/L402NA-GA047TS,189.97,32.0,4.0,14.0,1366 x 768,Intel Celeron,N3350,Intel,Windows 10,,No optical drive,Non Touch,3 Month RTB Warranty
1329,Refurbished Lenovo IdeaPad 320s Pentium N4200 4GB 1TB 14 Inch Windows 10 Laptop - A1/80XR00TBUK,249.97,1000.0,4.0,14.0,1366 x 768,Intel Pentium,N4200,Intel,Windows 10,6.0,No optical drive,Non Touch,3 Month RTB Warranty
1330,Refurbished Acer Aspire 1 A114-31 Intel Celeron N3350 4GB 64GB 14 Inch Windows 10 Laptop - A1/NX.GQAEK.006,219.97,64.0,4.0,14.0,1366 x 768,Intel Celeron,N3350,Intel,Windows 10,9.0,None,,
1331,Refurbished Acer Aspire Intel Celeron N3350 4GB 64GB 14 Inch Windows 10 Laptop in Red - A1/NX.GQAEK.004,234.97,64.0,4.0,14.0,1366 x 768,Intel Celeron,N3350,Intel,Windows 10,9.0,No optical drive,Non Touch,3 Month RTB Warranty
1332,Refurbished Acer CP5-471 Intel Celeron 3855U 4GB 32GB 14 Inch Chrome OS Chromebook Laptop - A1/NX.GDDEK.010,249.97,32.0,4.0,14.0,1366 x 768,Intel Celeron,3855U,Intel,Chrome OS,10.0,No optical drive,Non Touch,3 Month RTB Warranty
1333,Refurbished Lenovo Idea Pad 320 Intel Pentium N4200 4GB 1TB 15.6 Inch Windows 10 Laptop - A1/80XR00T9UK,249.97,1000.0,4.0,15.6,1366 x 768,Intel Pentium,N4200,Intel,Windows 10,6.0,No optical drive,Non Touch,3 Month RTB Warranty
1334,Refurbished Lenovo Pentium N4200 4GB 1TB 15.6 Inch Windows 10 Laptop - A1/80XR00TAUK,249.97,1000.0,4.0,15.6,1366 x 768,Intel Pentium,N4200,Intel,Windows 10,6.0,No optical drive,Non Touch,3 Month RTB Warranty
1335,Refurbished Acer Spin Intel Celeron N3350 4GB 32GB 11.6 Inch WIndows 10 2 in 1 LAptop  - A2/NX.GL2EK.003,199.97,,4.0,,1366 x 768,Intel Celeron,N3350,Intel,Windows 10 Home,9.0,None,,
1336,Refurbished Acer Aspire Intel Celeron N3350 4GB 64GB 14 Inch Windows 10 Laptop in Red  - A2/NX.GQAEK.004,229.97,,4.0,,1366 x 768,Intel Celeron,N3350,Intel,Windows 10 S 64-bit Edition,9.0,None,,
1337,Refurbished Acer Aspire A114-31 Intel Pentium N4200 4GB 64GB 14 Inch Windows 10 Laptop   - A1/NX.SHXEK.008,239.97,64.0,4.0,14.0,1366 x 768,Intel Pentium,N4200,Intel,Windows 10,9.0,No optical drive,Non Touch,3 Month RTB Warranty
1338,Lenovo IdeaPad Yoga 310 Celeron N3350 4GB 32GB 11.6 Inch Windows 10 Convertible 2 in 1 Laptop - 80U2003SUK,254.98,32.0,4.0,11.6,,Intel Celeron,N3350,Intel,Windows 10,,,Non Touch,
1339,Lenovo IdeaPad 320 AMD A4-9120 4GB 1TB AMD 15.6 inch Windows 10 Laptop - 80XV002DUK,323.98,,,,,AMD A4,9120,AMD,,,,,
1340,Lenovo IdeaPad 320 Grey AMD A6-9220 4GB 1TB 15.6 inch Windows 10 Laptop - 80XV0038UK,354.97,1000.0,4.0,15.6,,AMD A6,9200,AMD,Windows 10,,,Non Touch,
1341,Lenovo IdeaPad 320 Blue AMD A6-9220 4GB 1TB 15.6 inch Windows 10 Laptop - 80XV0035UK,362.98,1000.0,4.0,15.6,,AMD A6,9200,AMD,Windows 10,,,Non Touch,
1342,Acer TravelMate P658-G2-M-54MG Core i5-7200U 8GB 256GB 15.6 Inch Windows 10 Professional Laptop - NX.VF1EK.004,999.97,256.0,8.0,15.6,1366 x 768,Intel Core i5,7200u,Intel,Windows 10 Pro,8.0,None,Non Touch,
1343,Acer TravelMate P658-G2-M-78F6 Core i7 7500U 8GB 256GB 15.6 Inch Windows 10 Professional Laptop  - NX.VF1EK.005,949.97,256.0,8.0,15.6,1366 x 768,Intel Core i7,7500U,Intel,Windows 10 Pro,8.0,None,Non Touch,
1344,HP ZBook 17 G4 Core i7-7700HQ 8GB 500GB SSD 17.3 Inch Windows 10 Proffessional Laptop - Y6K25ET,2209.97,,8.0,,1920 x 1080,Intel Core i7,I7-7700HQ,Intel,Windows 10 Pro,,None,,3 year warranty
1345,Refurbished Lenovo 20DF0054UK Core i5 5200U 4GB 500GB DVD-RW 13.3 Inch Window 10 Laptop  - TR/15/465,299.97,500.0,4.0,13.3,,Intel Core i5,5200U,Intel,Windows 10,,DVD-RW,Non Touch,30 Day RTB Warranty
1346,Refurbished Acer P236-M Core i3 4005U 4GB 500GB  13.3 Inch Window 10 Laptop  - TR/15/466,229.97,500.0,4.0,13.3,,Intel Core i3,4005U,Intel,Windows 10,,,Non Touch,30 Day RTB Warranty
1347,Refurbished Acer P236-M Core i3 4005U 4GB 500GB  13.3 Inch Window 10 Laptop  - TR/15/467,219.97,500.0,4.0,13.3,,Intel Core i3,4005U,Intel,Windows 10,,,Non Touch,30 Day RTB Warranty
1348,Refurbished Dell P25G Core i7 3520M 4GB 320GB DVD-RW 15.6 Inch Window 10 Laptop  - TR/15/468,359.97,320.0,4.0,15.6,,Intel Core i5,3520M,Intel,Windows 10,,DVD-RW,Non Touch,30 Day RTB Warranty
1349,Refurbished ASUS Vivobook E200HA-FD0006TS Intel Atom x5 Z8300 2GB 32GB 11.6 Inch Windows 10 Laptop  - A2/90NL0073-M00160,134.97,32.0,2.0,11.6,,Intel Atom,x5-Z8300,Intel,Windows 10,,No optical drive,Non Touch,3 Month RTB Warranty
1350,refurbished Medion E6421 Core i5 6200U 4GB 1TB DVD-RW 15.6 Inch Window 10 Laptop  - TR/15/463,319.97,1000.0,4.0,15.6,,Intel Core i5,6200U,Intel,Windows 10,,DVD-RW,Non Touch,30 Day RTB Warranty
1351,Refurbished ASUS C300MA-RO008 Intel Celeron N2830 2GB 32GB 13.3 Inch Chrome OS LAptop - A2/90NB05W4-M00240,139.97,32.0,2.0,13.3,,Intel Celeron,N2830,Intel,Chrome OS,,No optical drive,Non Touch,3 Month RTB Warranty
1352,Refurbished Dell E6420 Core i5 2540M 2.6 Ghz 4 GB 1TB DVD-RW 13.3 Inch Window 10 DVD-RW Laptop  - TR/15/471,309.97,1000.0,4.0,13.3,,Intel Core i5,2540M,Intel,Windows 10,,DVD-RW,Non Touch,30 Day RTB Warranty
1353,Refurbished HP 15-db0598sa AMD A6-9225 4GB 1TB 15.6 Inch Windows 10 Laptop  - A1/4BA42EA,249.97,1000.0,4.0,15.6,,AMD A6,9225,AMD,Windows 10,,No optical drive,Non Touch,3 Month RTB Warranty
1354,Refurbished HP 15-db0521sa AMD A6-9225 4GB 1TB 15.6 Inch Windows 10 Laptop  - A1/4AR98EA,259.97,1000.0,4.0,15.6,,AMD A6,9225,AMD,Windows 10,,No optical drive,Non Touch,3 Month RTB Warranty
1355,Acer TravelMate TMP449-G3-M-57EE Core i5-8250U 8GB 256GB 14 Inch Windows 10 Pro Laptop - NX.VH0EK.002,474.97,256.0,8.0,14.0,1366 x 768,Intel Core i5,8250U,Intel,Windows 10 Pro,8.0,None,Non Touch,
1356,Refurbished Toshiba Sat Pro Pentium 4405U 4GB 128GB SSD DVD-RW 14 Inch Windows 10 Professional Laptop - A1/PS461E-0S70D3EN,349.97,128.0,4.0,14.0,1366 x 768,Intel Pentium,4405U,Intel,Windows 10 Pro,8.0,DVD-RW,Non Touch,3 Month RTB Warranty
1357,Refurbished Dell E6430 Core i7 3720QM 8GB 500GB DVD-RW 13.3 Inch Window 10 Laptop  - TR/15/473,359.97,500.0,8.0,13.3,,Intel Core i5,3720QM,Intel,Windows 10,,DVD-RW,Non Touch,30 Day RTB Warranty
1358,Refurbished Acer Predator Triton 700 Core i7-7700HQ 16GB 256GB GeForce GTX 1060 15.6 Inch Windows 10 Gaming Laptop  - A2/NH.Q2KEK.002,1299.97,256.0,16.0,15.6,1920 x 1080,Intel Core i7,7700HQ,Intel,Windows 10,3.0,No optical drive,Non Touch,
1359,Refurbished HP 15-da0598sa Core i3-7020U 4GB 1TB 15.6 Inch Windows 10 Laptop  - A1/4BA34EA,319.97,1000.0,4.0,15.6,,Intel Core i3,7020U,Intel,Windows 10,,No optical drive,Non Touch,3 Month RTB Warranty
1360,Refurbished Asus VivoBook Max X441UA WX201T Core i3 6006U 4GB 1TB DVD-RW 14 Inch Windows 10 Laptop - A2/X441UA-WX201T,279.97,1000.0,4.0,14.0,,Intel Core i3,6006U,Intel,Windows 10,,DVD-RW,Non Touch,3 Month RTB Warranty
1361,Refurbished HP 15-da0511sa Core i3-7020U 4GB 1TB 15.6 Inch Windows 10 Laptop  - A1/4AQ30EA,319.97,1000.0,4.0,15.6,,Intel Core i3,7020U,Intel,Windows 10,,No optical drive,Non Touch,3 Month RTB Warranty
1362,Refurbished HP Pavilion 15-cw0509sa AMD Ryzen 5 2500U 8GB 256GB Radeon RX Vega 8 15.6 Inch Windows 10 Laptop  - A1/4AV46EA,519.97,256.0,8.0,15.6,,Ryzen 5,2500U,AMD,Windows 10,,No optical drive,Non Touch,3 Month RTB Warranty
1363,Refurbished HP Spectre x360 Core i7-8705G 8GB 512GB AMD Radeon RX Vega M GL 15.6 Inch 2 in 1 Windows 10 Laptop  - A1/3DL15EA,1399.97,512.0,8.0,15.6,3840 x 2160,Intel Core i7,8705G,Intel,Windows 10,12.0,No optical drive,Non Touch,
1364,Refurbished HP Notebook - 15-da0503sa Intel Celeron N4000 4GB 1TB 15.6 Inch Windows 10 Laptop  - A1/4AQ15EA,219.97,1000.0,4.0,15.6,,Intel Celeron,N4000,Intel,Windows 10,,No optical drive,Non Touch,3 Month RTB Warranty
1365,Refurbished ASUS Zenbook UX430 Core i5-8250U 8GB 256GB 14 Inch Windows 10 Laptop in Blue - A1/UX430UA-GV414T,745.72,256.0,8.0,14.0,1920 x 1080,Intel Core i5,8250U,Intel,Windows 10,,No optical drive,Non Touch,3 Month RTB Warranty
1366,Refurbished HP 14-bs046na Intel Pentium N3710 4 GB 256 GB 14 Inch Windows 10 Laptop  - A2/2CQ57EA,289.97,256.0,4.0,14.0,1366 x 768,Intel Pentium,N3710,Intel,Windows 10,,No optical drive,Non Touch,3 Month RTB Warranty
1367,Refurbished Sony SVF1521P2EB Core i5 3337U 4GB 500GB DVD-RW 14 Inch Window 10 Laptop  - TR/15/482,299.97,500.0,4.0,14.0,,Intel Core i5,3337U,Intel,Windows 10,,DVD-RW,Non Touch,30 Day RTB Warranty
1368,Refurbished Toshiba R30-A Core i5 4200M 4GB 500GB DVD-RW 13.3 Inch Window 10 Laptop  - TR/15/483,289.97,500.0,4.0,13.3,,Intel Core i5,4200M,Intel,Windows 10,,DVD-RW,Non Touch,30 Day RTB Warranty
1369,Lenovo ThinkPad P52 Core i7-8850H 16GB 512GB 15.6 Inch Windows 10 laptop  - 20M90017UK,1929.97,512.0,16.0,15.6,1920 x 1080,Intel Core i7,8850H,Intel,Windows 10,8.0,None,Non Touch,3 year warranty
1370,Asus UX391UA Core i5-8250U 8GB 256GB 13.3 Inch Windows 10 Touch Blue Windows 10 Laptop - UX391UA-ET038R-OSS,1179.97,256.0,8.0,13.3,,Intel Core i5,8250U,Intel,Windows 10,,,Non Touch,
1371,Refurbished HP ProBook 6360b Core i5 2410M 6GB 70GB DVD-RW 13.3 Inch Window 10 Laptop  - TR/15/490,299.97,70.0,6.0,13.3,,Intel Core i5,2410M,Intel,Windows 10,,DVD-RW,Non Touch,30 Day RTB Warranty
1372,Refurbished Toshiba Pro R50-B-12N Core i5 4210U 8GB 250GB DVD-RW 14 Inch Window 10 Laptop  - TR/15/493,299.97,250.0,8.0,14.0,,Intel Core i5,4210U,Intel,Windows 10,,DVD-RW,Non Touch,30 Day RTB Warranty
1373,Refurbished Dell E6440 Core i5 4310M 4GB 320GB DVD-RW 13.3 Inch Window 10 Laptop  - TR/15/495,299.97,320.0,4.0,13.3,,Intel Core i5,4310M,Intel,Windows 10,,DVD-RW,Non Touch,30 Day RTB Warranty
1374,Refurbished Hp 14-bp061sa Core i3 6006U 4GB 500GB 13.3 Inch Windows 10 Laptop  - TR/13/194,229.97,500.0,4.0,13.3,,Intel Core i3,6006U,Intel,Windows 10,,,Non Touch,30 Day RTB Warranty
1375,MSI GF63 GF63 8RD-254UK Core i7-8750H 8GB 1TB 128GB SSD GTX 1050Ti 4GB 15.6 Inch Full HD MaxQ Gaming Laptop - 9S7-16R112-254,899.97,1000.0,8.0,15.6,,Intel Core i7,8750H,Intel,Windows 10,7.0,,,2 Year RTB Warranty
1376,Refurbished HP Envy x360 13-ag0502sa AMD Ryzen 5 8GB 128GB Radeon Vega 8 13.3 Inch Touchscreen Windows 10 Laptop - A1/4RD69EA,659.97,128.0,8.0,13.3,,Ryzen 5,2500U,AMD,Windows 10,,No optical drive,Touchscreen,3 Month RTB Warranty
1377,Refurbished Lenovo 2349E48 Core i5 3320M 8GB 250GB DVD-RW 13.3 Inch Window 10 Laptop  - TR/15/487,299.97,250.0,8.0,13.3,,Intel Core i5,3320M,Intel,Windows 10,,DVD-RW,Non Touch,30 Day RTB Warranty
